text_id,label,source_model,domain,text_content,topic_hint,word_count,avg_sentence_length,generation_method,n_sentences,avg_sent_len,ttr,hapax_ratio,avg_word_length,avg_syllables,long_word_ratio,func_word_ratio,punct_density,flesch_re,gunning_fog
TXT_0019,ai,gemini-2.0,academic,"A growing body of research underscores the salience of genomic research breakthroughs as both an academic and practical concern. This paper synthesizes findings from 47 peer-reviewed studies published between 2018 and 2024, identifying converging themes and methodological limitations. The results have implications for theory development and applied practice.",genomic research breakthroughs,48,16.0,style_simulation,3.0,15.333333333333334,0.8695652173913043,0.782608695652174,6.478260869565218,2.130434782608696,0.5434782608695652,0.3695652173913043,0.10869565217391304,11.036884057971037,17.43768115942029
TXT_0020,human,human,academic,Recent scholarship on social media misinformation has largely focused on surface-level manifestations while neglecting underlying structural determinants. This article challenges dominant assumptions and calls for a more nuanced approach that integrates interdisciplinary perspectives. Implications for policy and practice are discussed in the concluding section.,social media misinformation,44,14.7,template+human_variation,3.0,15.0,0.9333333333333333,0.8666666666666667,7.022222222222222,2.3333333333333335,0.5333333333333333,0.3333333333333333,0.08888888888888889,-5.789999999999992,22.88888888888889
TXT_0021,human,human,academic,The theoretical underpinnings of algorithmic bias in hiring have evolved considerably over the past two decades. What began as a niche area of inquiry has grown into a robust field with competing schools of thought. This review synthesizes key debates and identifies gaps that warrant further empirical investigation.,algorithmic bias in hiring,48,16.0,template+human_variation,3.0,16.0,0.9166666666666666,0.8541666666666666,5.5625,1.9375,0.3541666666666667,0.3958333333333333,0.0625,26.682500000000005,17.23333333333333
TXT_0022,ai,gemini-2.0,academic,"A growing body of research underscores the salience of supply chain disruptions as both an academic and practical concern. This paper synthesizes findings from 47 peer-reviewed studies published between 2018 and 2024, identifying converging themes and methodological limitations. The results have implications for theory development and applied practice.",supply chain disruptions,48,16.0,style_simulation,3.0,15.333333333333334,0.8913043478260869,0.8260869565217391,6.3478260869565215,2.108695652173913,0.5,0.3695652173913043,0.10869565217391304,12.876014492753654,17.43768115942029
TXT_0023,human,human,news,"Officials confirmed on Wednesday that autonomous vehicle safety. The announcement came after weeks of speculation. Critics argue the move is premature, while supporters say it was long overdue. Public response has been divided along predictable lines.",autonomous vehicle safety,36,9.0,template+human_variation,4.0,9.0,0.9722222222222222,0.9444444444444444,5.861111111111111,1.9722222222222223,0.3888888888888889,0.3333333333333333,0.1388888888888889,30.850000000000023,16.933333333333334
TXT_0024,ai,gpt-4o,news,Concerns over nuclear energy policy continue to mount as new evidence emerges. A coalition of researchers has issued an open letter urging immediate action. The debate reflects deeper tensions about resource allocation and long-term planning.,nuclear energy policy,35,11.7,style_simulation,3.0,12.0,1.0,1.0,5.666666666666667,1.9444444444444444,0.3611111111111111,0.2777777777777778,0.1111111111111111,30.155,14.8
TXT_0025,human,human,social,update on cybersecurity threats to infrastructure: it's complicated and anyone telling you otherwise is selling something. do your own research please,cybersecurity threats to infrastructure,21,10.5,template+human_variation,2.0,10.5,1.0,1.0,6.095238095238095,1.9523809523809523,0.42857142857142855,0.38095238095238093,0.09523809523809523,31.00607142857146,13.723809523809525
TXT_0026,human,human,news,An investigation into education reform debates has uncovered new details that challenge the official narrative. Documents obtained through a freedom of information request suggest the issue is more complex than initially reported. Several key witnesses have declined to comment.,education reform debates,39,13.0,template+human_variation,3.0,13.0,0.9743589743589743,0.9487179487179487,6.076923076923077,2.128205128205128,0.5641025641025641,0.358974358974359,0.07692307692307693,13.593846153846187,19.55897435897436
TXT_0027,ai,gpt-4o,social,Just came across an article on genomic research breakthroughs and it's really making me reconsider some of my assumptions. Highly recommend giving it a read if you haven't already.,genomic research breakthroughs,29,14.5,style_simulation,2.0,14.5,1.0,1.0,5.172413793103448,1.6896551724137931,0.3103448275862069,0.41379310344827586,0.06896551724137931,49.17267241379312,12.696551724137933
TXT_0028,human,human,academic,"The relationship between climate change adaptation strategies and broader societal outcomes remains poorly understood despite growing interest in the field. This study contributes to the literature by analyzing a dataset of 1,200 cases across five geographic regions. Results indicate statistically significant correlations, though causality cannot be established from observational data alone.",climate change adaptation strategies,51,17.0,template+human_variation,3.0,16.666666666666668,0.96,0.94,6.7,2.32,0.54,0.28,0.1,-6.353666666666612,21.86666666666667
TXT_0029,human,human,academic,Recent scholarship on economic inequality trends has largely focused on surface-level manifestations while neglecting underlying structural determinants. This article challenges dominant assumptions and calls for a more nuanced approach that integrates interdisciplinary perspectives. Implications for policy and practice are discussed in the concluding section.,economic inequality trends,44,14.7,template+human_variation,3.0,15.0,0.9333333333333333,0.8666666666666667,7.0,2.3555555555555556,0.5555555555555556,0.3333333333333333,0.08888888888888889,-7.6699999999999875,23.77777777777778
TXT_0030,human,human,news,"A new study published today reveals that food security in developing nations. Researchers from several universities collaborated on the findings,  which have been met with mixed reactions from the scientific community. The lead researcher said the results were 'unexpected but compelling.'",food security in developing nations,41,10.5,template+human_variation,4.0,10.25,0.9024390243902439,0.8536585365853658,5.902439024390244,1.975609756097561,0.4146341463414634,0.3902439024390244,0.0975609756097561,29.294664634146358,15.807317073170731
TXT_0031,human,human,social,okay so i just read about mental health awareness campaigns and honestly?? i have so many thoughts. like WHY is this not getting more attention rn. thread 🧵👇,mental health awareness campaigns,28,7.0,template+human_variation,4.0,6.75,0.9259259259259259,0.8518518518518519,4.592592592592593,1.4814814814814814,0.2222222222222222,0.4444444444444444,0.14814814814814814,74.6504166666667,7.144444444444445
TXT_0032,human,human,academic,Recent scholarship on data privacy legislation has largely focused on surface-level manifestations while neglecting underlying structural determinants. This article challenges dominant assumptions and calls for a more nuanced approach that integrates interdisciplinary perspectives. Implications for policy and practice are discussed in the concluding section.,data privacy legislation,44,14.7,template+human_variation,3.0,15.0,0.9333333333333333,0.8666666666666667,6.955555555555556,2.3333333333333335,0.5555555555555556,0.3333333333333333,0.08888888888888889,-5.789999999999992,23.77777777777778
TXT_0033,human,human,social,update on public transit investment: it's complicated and anyone telling you otherwise is selling something. do your own research please,public transit investment,20,10.0,template+human_variation,2.0,10.0,1.0,1.0,5.75,1.8,0.4,0.35,0.1,44.405,12.0
TXT_0034,human,human,academic,"This paper examines remote work productivity through a critical lens, drawing on empirical evidence gathered over a two-year period. The findings suggest that existing frameworks are insufficient to explain observed phenomena. We propose a revised model that accounts for contextual variability and systemic factors previously overlooked in the literature.",remote work productivity,49,16.3,template+human_variation,3.0,16.666666666666668,0.92,0.86,6.06,2.16,0.52,0.34,0.1,7.182333333333361,21.06666666666667
TXT_0035,ai,gpt-4o,news,"New developments surrounding remote work productivity have drawn significant attention from analysts and policymakers alike. Experts suggest the implications could be far-reaching, though the full impact remains to be seen. Multiple stakeholders are now calling for a coordinated response.",remote work productivity,39,13.0,style_simulation,3.0,13.333333333333334,0.95,0.9,6.15,1.975,0.425,0.325,0.125,26.21666666666667,15.333333333333336
TXT_0036,human,human,social,so vaccine distribution challenges happened and my timeline is UNHINGED. some of you need to calm down and some of you need to be WAY more concerned tbh,vaccine distribution challenges,28,14.0,template+human_variation,2.0,14.0,0.7857142857142857,0.5714285714285714,4.428571428571429,1.5,0.25,0.5357142857142857,0.03571428571428571,65.72500000000001,14.171428571428573
TXT_0037,ai,gemini-2.0,academic,"This analysis examines renewable energy adoption within the broader context of systemic transformation, drawing on interdisciplinary frameworks from sociology, economics, and political science. The data suggest that intervention at multiple levels is necessary for sustainable change. Policy recommendations are offered in alignment with current evidence-based standards.",renewable energy adoption,46,15.3,style_simulation,3.0,15.666666666666666,0.9787234042553191,0.9574468085106383,6.787234042553192,2.382978723404255,0.5531914893617021,0.3191489361702128,0.14893617021276595,-10.666666666666629,23.287943262411346
TXT_0038,ai,gpt-4o,academic,"The concept of algorithmic bias in hiring occupies a contested space within contemporary scholarly discourse. Divergent theoretical frameworks have produced inconsistent empirical findings, underscoring the need for methodological standardization. This paper proposes an integrative framework to reconcile competing interpretations.",algorithmic bias in hiring,39,13.0,style_simulation,3.0,13.0,0.9743589743589743,0.9487179487179487,7.435897435897436,2.5641025641025643,0.5897435897435898,0.28205128205128205,0.10256410256410256,-23.28307692307692,25.712820512820514
TXT_0039,ai,gpt-4o,news,"A significant shift in gig economy labor rights was reported this week, prompting reactions across political and scientific communities. The latest data, reviewed by independent experts, points to trends that challenge conventional assumptions. Officials have yet to release a formal response.",gig economy labor rights,41,13.7,style_simulation,3.0,13.666666666666666,0.9512195121951219,0.9024390243902439,6.024390243902439,1.951219512195122,0.4146341463414634,0.3170731707317073,0.14634146341463414,27.89016260162603,16.198373983739838
TXT_0040,human,human,news,"A new study published today reveals that aging population challenges. Researchers from several universities collaborated on the findings,  which have been met with mixed reactions from the scientific community. The lead researcher said the results were 'unexpected but compelling.'",aging population challenges,39,10.0,template+human_variation,4.0,9.75,0.8974358974358975,0.8461538461538461,6.051282051282051,2.0,0.41025641025641024,0.38461538461538464,0.10256410256410256,27.73875000000001,16.20769230769231
TXT_0041,human,human,news,Local authorities are responding to reports that biodiversity loss. Emergency services were alerted at approximately 9 AM. The incident is under investigation. Residents in nearby areas have been asked to remain indoors as a precaution.,biodiversity loss,35,8.8,template+human_variation,4.0,8.5,0.9705882352941176,0.9411764705882353,5.794117647058823,2.1470588235294117,0.38235294117647056,0.4117647058823529,0.11764705882352941,16.56632352941179,16.341176470588234
TXT_0042,human,human,social,just saw someone arguing that urban housing shortages is fine and i'm genuinely baffled. do people not understand how this works?? 😭,urban housing shortages,22,7.3,template+human_variation,3.0,7.0,1.0,1.0,5.095238095238095,1.5714285714285714,0.3333333333333333,0.38095238095238093,0.14285714285714285,66.7871428571429,8.514285714285714
TXT_0043,human,human,news,"Breaking: artificial intelligence regulation. Sources close to the matter told reporters the situation developed rapidly over the past 48 hours. No official statement has been released, though a press conference is expected later today.",artificial intelligence regulation,34,11.3,template+human_variation,3.0,11.0,0.9393939393939394,0.9090909090909091,5.9393939393939394,2.0303030303030303,0.42424242424242425,0.3333333333333333,0.15151515151515152,23.906363636363665,18.94545454545455
TXT_0044,human,human,social,okay so i just read about artificial intelligence regulation and honestly?? i have so many thoughts. like WHY is this not getting more attention rn. thread 🧵👇,artificial intelligence regulation,27,6.8,template+human_variation,4.0,6.5,0.9230769230769231,0.8461538461538461,4.846153846153846,1.6538461538461537,0.2692307692307692,0.46153846153846156,0.15384615384615385,60.322115384615415,10.292307692307693
TXT_0045,ai,gemini-2.0,academic,"The governance of gig economy labor rights presents unique challenges that existing regulatory frameworks are ill-equipped to address. Drawing on comparative case analysis across six jurisdictions, this study identifies best practices and areas of persistent failure. Recommendations are grounded in empirical evidence and stakeholder consultation.",gig economy labor rights,45,15.0,style_simulation,3.0,15.333333333333334,0.9347826086956522,0.8695652173913043,6.5,2.282608695652174,0.5,0.2608695652173913,0.10869565217391304,-1.8370289855072315,22.655072463768118
TXT_0046,human,human,academic,"The relationship between biodiversity loss and broader societal outcomes remains poorly understood despite growing interest in the field. This study contributes to the literature by analyzing a dataset of 1,200 cases across five geographic regions. Results indicate statistically significant correlations, though causality cannot be established from observational data alone.",biodiversity loss,49,16.3,template+human_variation,3.0,16.0,0.9583333333333334,0.9375,6.625,2.3333333333333335,0.5208333333333334,0.2916666666666667,0.10416666666666667,-6.805000000000007,21.400000000000002
TXT_0047,human,human,social,update on climate change adaptation strategies: it's complicated and anyone telling you otherwise is selling something. do your own research please,climate change adaptation strategies,21,10.5,template+human_variation,2.0,10.5,1.0,1.0,5.9523809523809526,1.8571428571428572,0.42857142857142855,0.3333333333333333,0.09523809523809523,39.06321428571431,13.723809523809525
TXT_0048,human,human,academic,The theoretical underpinnings of antibiotic resistance have evolved considerably over the past two decades. What began as a niche area of inquiry has grown into a robust field with competing schools of thought. This review synthesizes key debates and identifies gaps that warrant further empirical investigation.,antibiotic resistance,46,15.3,template+human_variation,3.0,15.333333333333334,0.9130434782608695,0.8478260869565217,5.739130434782608,2.0,0.391304347826087,0.391304347826087,0.06521739130434782,22.071666666666687,18.307246376811595
TXT_0049,human,human,news,"Breaking: vaccine distribution challenges. Sources close to the matter told reporters the situation developed rapidly over the past 48 hours. No official statement has been released, though a press conference is expected later today.",vaccine distribution challenges,34,11.3,template+human_variation,3.0,11.0,0.9393939393939394,0.9090909090909091,5.848484848484849,1.9393939393939394,0.42424242424242425,0.3333333333333333,0.15151515151515152,31.597272727272752,17.733333333333334
TXT_0050,ai,gemini-2.0,academic,"This analysis examines artificial intelligence regulation within the broader context of systemic transformation, drawing on interdisciplinary frameworks from sociology, economics, and political science. The data suggest that intervention at multiple levels is necessary for sustainable change. Policy recommendations are offered in alignment with current evidence-based standards.",artificial intelligence regulation,46,15.3,style_simulation,3.0,15.666666666666666,0.9787234042553191,0.9574468085106383,6.9787234042553195,2.4468085106382977,0.574468085106383,0.3191489361702128,0.14893617021276595,-16.066666666666634,23.287943262411346
TXT_0051,ai,gemini-2.0,social,Really fascinating to see how quickly things are moving on election integrity concerns. There's so much potential here if we approach it thoughtfully. What are your thoughts?,election integrity concerns,27,9.0,style_simulation,3.0,9.0,0.9629629629629629,0.9259259259259259,5.37037037037037,1.6666666666666667,0.37037037037037035,0.4444444444444444,0.1111111111111111,56.70000000000002,11.007407407407408
TXT_0052,human,human,news,Local authorities are responding to reports that supply chain disruptions. Emergency services were alerted at approximately 9 AM. The incident is under investigation. Residents in nearby areas have been asked to remain indoors as a precaution.,supply chain disruptions,36,9.0,template+human_variation,4.0,8.75,0.9714285714285714,0.9428571428571428,5.8,2.085714285714286,0.37142857142857144,0.4,0.11428571428571428,21.502321428571435,16.071428571428573
TXT_0053,ai,gemini-2.0,social,Really fascinating to see how quickly things are moving on autonomous vehicle safety. There's so much potential here if we approach it thoughtfully. What are your thoughts?,autonomous vehicle safety,27,9.0,style_simulation,3.0,9.0,0.9629629629629629,0.9259259259259259,5.296296296296297,1.6666666666666667,0.3333333333333333,0.4444444444444444,0.1111111111111111,56.70000000000002,11.007407407407408
TXT_0054,human,human,news,"A new study published today reveals that vaccine distribution challenges. Researchers from several universities collaborated on the findings,  which have been met with mixed reactions from the scientific community. The lead researcher said the results were 'unexpected but compelling.'",vaccine distribution challenges,39,10.0,template+human_variation,4.0,9.75,0.8974358974358975,0.8461538461538461,6.153846153846154,2.0,0.4358974358974359,0.38461538461538464,0.10256410256410256,27.73875000000001,16.20769230769231
TXT_0055,human,human,academic,Recent scholarship on urban housing shortages has largely focused on surface-level manifestations while neglecting underlying structural determinants. This article challenges dominant assumptions and calls for a more nuanced approach that integrates interdisciplinary perspectives. Implications for policy and practice are discussed in the concluding section.,urban housing shortages,44,14.7,template+human_variation,3.0,15.0,0.9333333333333333,0.8666666666666667,6.933333333333334,2.2888888888888888,0.5555555555555556,0.3333333333333333,0.08888888888888889,-2.0299999999999727,22.88888888888889
TXT_0056,human,human,academic,"The relationship between data privacy legislation and broader societal outcomes remains poorly understood despite growing interest in the field. This study contributes to the literature by analyzing a dataset of 1,200 cases across five geographic regions. Results indicate statistically significant correlations, though causality cannot be established from observational data alone.",data privacy legislation,50,16.7,template+human_variation,3.0,16.333333333333332,0.9387755102040817,0.8979591836734694,6.612244897959184,2.3469387755102042,0.5306122448979592,0.2857142857142857,0.10204081632653061,-8.294353741496565,22.04353741496599
TXT_0057,ai,gpt-4o,academic,"Existing literature on digital divide in rural areas has predominantly relied on cross-sectional designs, limiting causal inference. The present research addresses this gap through a prospective cohort study spanning three years. Preliminary results indicate a statistically significant association (p < 0.05) between key variables.",digital divide in rural areas,44,11.2,style_simulation,4.0,10.75,0.9534883720930233,0.9069767441860465,6.441860465116279,2.2093023255813953,0.5116279069767442,0.23255813953488372,0.18604651162790697,9.016773255813973,18.253488372093024
TXT_0058,human,human,social,idk why supply chain disruptions keeps coming up but every time it does the discourse gets worse. we need better conversations about this fr,supply chain disruptions,24,12.0,template+human_variation,2.0,12.0,1.0,1.0,4.833333333333333,1.5,0.125,0.3333333333333333,0.041666666666666664,67.75500000000001,9.8
TXT_0059,ai,gpt-4o,social,Just came across an article on urban housing shortages and it's really making me reconsider some of my assumptions. Highly recommend giving it a read if you haven't already.,urban housing shortages,29,14.5,style_simulation,2.0,14.5,1.0,1.0,4.931034482758621,1.6896551724137931,0.27586206896551724,0.41379310344827586,0.06896551724137931,49.17267241379312,12.696551724137933
TXT_0060,human,human,social,can we talk about election integrity concerns for a sec because i feel like people are completely missing the point here. this is bigger than most realize,election integrity concerns,27,13.5,template+human_variation,2.0,13.5,1.0,1.0,4.703703703703703,1.5185185185185186,0.25925925925925924,0.48148148148148145,0.037037037037037035,64.66583333333335,9.844444444444445
TXT_0061,ai,gemini-2.0,social,Really fascinating to see how quickly things are moving on genomic research breakthroughs. There's so much potential here if we approach it thoughtfully. What are your thoughts?,genomic research breakthroughs,27,9.0,style_simulation,3.0,9.0,0.9629629629629629,0.9259259259259259,5.481481481481482,1.5925925925925926,0.37037037037037035,0.4444444444444444,0.1111111111111111,62.9666666666667,9.525925925925927
TXT_0062,human,human,academic,"The relationship between gene editing ethics and broader societal outcomes remains poorly understood despite growing interest in the field. This study contributes to the literature by analyzing a dataset of 1,200 cases across five geographic regions. Results indicate statistically significant correlations,  though causality cannot be established from observational data alone.",gene editing ethics,50,16.7,template+human_variation,3.0,16.333333333333332,0.9591836734693877,0.9387755102040817,6.510204081632653,2.2857142857142856,0.5102040816326531,0.2857142857142857,0.10204081632653061,-3.114761904761849,21.22721088435374
TXT_0063,ai,gemini-2.0,academic,"This analysis examines genomic research breakthroughs within the broader context of systemic transformation, drawing on interdisciplinary frameworks from sociology, economics, and political science. The data suggest that intervention at multiple levels is necessary for sustainable change. Policy recommendations are offered in alignment with current evidence-based standards.",genomic research breakthroughs,46,15.3,style_simulation,3.0,15.666666666666666,0.9787234042553191,0.9574468085106383,6.8936170212765955,2.3404255319148937,0.574468085106383,0.3191489361702128,0.14893617021276595,-7.066666666666663,21.58581560283688
TXT_0064,ai,gpt-4o,news,"A significant shift in gig economy labor rights was reported this week, prompting reactions across political and scientific communities. The latest data, reviewed by independent experts, points to trends that challenge conventional assumptions. Officials have yet to release a formal response.",gig economy labor rights,41,13.7,style_simulation,3.0,13.666666666666666,0.9512195121951219,0.9024390243902439,6.024390243902439,1.951219512195122,0.4146341463414634,0.3170731707317073,0.14634146341463414,27.89016260162603,16.198373983739838
TXT_0065,human,human,social,idk why remote work productivity keeps coming up but every time it does the discourse gets worse. we need better conversations about this fr,remote work productivity,24,12.0,template+human_variation,2.0,12.0,1.0,1.0,4.833333333333333,1.5833333333333333,0.125,0.3333333333333333,0.041666666666666664,60.70500000000001,9.8
TXT_0066,human,human,academic,The theoretical underpinnings of genomic research breakthroughs have evolved considerably over the past two decades. What began as a niche area of inquiry has grown into a robust field with competing schools of thought. This review synthesizes key debates and identifies gaps that warrant further empirical investigation.,genomic research breakthroughs,47,15.7,template+human_variation,3.0,15.666666666666666,0.9148936170212766,0.851063829787234,5.787234042553192,1.9574468085106382,0.40425531914893614,0.3829787234042553,0.06382978723404255,25.333333333333343,17.33049645390071
TXT_0067,human,human,academic,"This paper examines supply chain disruptions through a critical lens, drawing on empirical evidence gathered over a two-year period. The findings suggest that existing frameworks are insufficient to explain observed phenomena. We propose a revised model that accounts for contextual variability and systemic factors previously overlooked in the literature.",supply chain disruptions,49,16.3,template+human_variation,3.0,16.666666666666668,0.92,0.86,6.06,2.12,0.52,0.34,0.1,10.566333333333347,21.06666666666667
TXT_0068,ai,gemini-2.0,social,"Been following the conversation about renewable energy adoption for a while now — it's encouraging to see more people engaging with it seriously. We still have a long way to go, but progress is happening.",renewable energy adoption,35,17.5,style_simulation,2.0,17.0,0.9411764705882353,0.8823529411764706,4.882352941176471,1.6470588235294117,0.2647058823529412,0.47058823529411764,0.08823529411764706,50.2388235294118,17.388235294117646
TXT_0069,human,human,news,"A new study published today reveals that election integrity concerns. Researchers from several universities collaborated on the findings, which have been met with mixed reactions from the scientific community. The lead researcher said the results were 'unexpected but compelling.'",election integrity concerns,39,10.0,template+human_variation,4.0,9.75,0.8974358974358975,0.8461538461538461,6.051282051282051,2.0,0.4358974358974359,0.38461538461538464,0.10256410256410256,27.73875000000001,16.20769230769231
TXT_0070,ai,gemini-2.0,social,Really fascinating to see how quickly things are moving on artificial intelligence regulation. There's so much potential here if we approach it thoughtfully. What are your thoughts?,artificial intelligence regulation,27,9.0,style_simulation,3.0,9.0,0.9629629629629629,0.9259259259259259,5.62962962962963,1.7777777777777777,0.37037037037037035,0.4444444444444444,0.1111111111111111,47.30000000000004,12.488888888888889
TXT_0071,ai,gemini-2.0,social,Really fascinating to see how quickly things are moving on cybersecurity threats to infrastructure. There's so much potential here if we approach it thoughtfully. What are your thoughts?,cybersecurity threats to infrastructure,28,9.3,style_simulation,3.0,9.333333333333334,0.9285714285714286,0.8571428571428571,5.571428571428571,1.7142857142857142,0.35714285714285715,0.4642857142857143,0.10714285714285714,52.33309523809527,10.876190476190477
